0001,LURIN7-OBJ
0002,LURIN7-OBJ
0003,LURIN7-OBJ
0004,LURIN7-OBJ
0005,LURIN7-OBJ
0006,LURIN7-OBJ
0007,LURIN7-OBJ
0008,LURIN7-OBJ
0009,LURIN7-OBJ
0010,LURIN7-OBJ
0011,LURIN7-OBJ
0012,LURIN7-OBJ
0013,LURIN7-OBJ
0014,LURIN7-OBJ
0015,LURIN7-OBJ
0016,LURIN7-OBJ
0017,LURIN7-OBJ
0018,LURIN7-OBJ
0019,LURIN7-OBJ
0020,LURIN7-OBJ
0021,LURIN7-OBJ
0022,LURIN7-OBJ
0023,LURIN7-OBJ
0024,LURIN7-OBJ
0025,LURIN7-OBJ
0026,LURIN7-OBJ
0027,SOLDI-OBJ
0028,SOLDI-OBJ
0029,SOLDI-OBJ
0030,SOLDI-OBJ
0031,SOLDI-OBJ
0032,SOLDI-OBJ
0033,SOLDI-OBJ
0034,SOLDI-OBJ
0035,SOLDI-OBJ
0036,SOLDI-OBJ
0037,SOLDI-OBJ
0038,SOLDI-OBJ
0039,SOLDI-OBJ
0040,SOLDI-OBJ
0041,SOLDI-OBJ
0042,SOLDI-OBJ
0043,SOLDI-OBJ
0044,SOLDI-OBJ
0045,SOLDI-OBJ
0046,SOLDI-OBJ
0047,SOLDI-OBJ
0048,SOLDI-OBJ
0049,SOLDI-OBJ
0050,SOLDI-OBJ
0051,SOLDI-OBJ
0052,SOLDI-OBJ
0053,SOLDI-OBJ
0054,SOLDI-OBJ
0055,SOLDI-OBJ
0056,SOLDI-OBJ
0057,SOLDI-OBJ
0058,SOLDI-OBJ
0059,SOLDI-OBJ
0060,SOLDI-OBJ
0061,SOLDI-OBJ
0062,SOLDI-OBJ
0063,SOLDI-OBJ
0064,SOLDI-OBJ
0065,SOLDI-OBJ
0066,SOLDI-OBJ
0067,SOLDI-OBJ
0068,SOLDI-OBJ
0069,SOLDI-OBJ
0070,SOLDI-OBJ
0071,SOLDI-OBJ
0072,SOLDI-OBJ
0073,SOLDI-OBJ
0074,SOLDI-OBJ
0075,SOLDI-OBJ
0076,SOLDI-OBJ
0077,SOLDI-OBJ
0078,SOLDI-OBJ
0079,SOLDI-OBJ
0080,SOLDI-OBJ
0081,SOLDI-OBJ
0082,SOLDI-OBJ
0083,SOLDI-OBJ
0084,SOLDI-OBJ
0085,SOLDI-OBJ
0086,SOLDI-OBJ
0087,SOLDI-OBJ
0088,SOLDI-OBJ
0089,SOLDI-OBJ
0090,SOLDI-OBJ
0091,SOLDI-OBJ
0092,SOLDI-OBJ
0093,SOLDI-OBJ
0094,SOLDI-OBJ
0095,SOLDI-OBJ
0096,SOLDI-OBJ
0097,SOLDI-OBJ
0098,SOLDI-OBJ
0099,SOLDI-OBJ
0100,SOLDI-OBJ
0101,SOLDI-OBJ
0102,SOLDI-OBJ
0103,SOLDI-OBJ
0104,SOLDI-OBJ
0105,SOLDI-OBJ
0106,SOLDI-OBJ
0107,SOLDI-OBJ
0108,SOLDI-OBJ
0109,SOLDI-OBJ
0110,SOLDI-OBJ
0111,SOLDI-OBJ
0112,SOLDI-OBJ
0113,SOLDI-OBJ
0114,SOLDI-OBJ
0115,SOLDI-OBJ
0116,SOLDI-OBJ
0117,SOLDI-OBJ
0118,SOLDI-OBJ
0119,SOLDI-OBJ
0120,SOLDI-OBJ
0121,SOLDI-OBJ
0122,SOLDI-OBJ
0123,SOLDI-OBJ
0124,SOLDI-OBJ
0125,SOLDI-OBJ
0126,SOLDI-OBJ
0127,SOLDI-OBJ
0128,SOLDI-OBJ
0129,SOLDI-OBJ
0130,SOLDI-OBJ
0131,SOLDI-OBJ
0132,SOLDI-OBJ
0133,SOLDI-OBJ
0134,SOLDI-OBJ
0135,SOLDI-OBJ
0136,SOLDI-OBJ
0137,SOLDI-OBJ
0138,SOLDI-OBJ
0139,SOLDI-OBJ
0140,SOLDI-OBJ
0141,SOLDI-OBJ
0142,SOLDI-OBJ
0143,SOLDI-OBJ
0144,SOLDI-OBJ
0145,SOLDI-OBJ
0146,SOLDI-OBJ
0147,SOLDI-OBJ
0148,SOLDI-OBJ
0149,SOLDI-OBJ
0150,SOLDI-OBJ
0151,SOLDI-OBJ
0152,SOLDI-OBJ
0153,SOLDI-OBJ
0154,SOLDI-OBJ
0155,SOLDI-OBJ
0156,SOLDI-OBJ
0157,SOLDI-OBJ
0158,SOLDI-OBJ
0159,SOLDI-OBJ
0160,SOLDI-OBJ
0161,SOLDI-OBJ
0162,SOLDI-OBJ
0163,SOLDI-OBJ
0164,SOLDI-OBJ
0165,SOLDI-OBJ
0166,SOLDI-OBJ
0167,SOLDI-OBJ
0168,SOLDI-OBJ
0169,SOLDI-OBJ
0170,SOLDI-OBJ
0171,SOLDI-OBJ
0172,SOLDI-OBJ
0173,SOLDI-OBJ
0174,SOLDI-OBJ
0175,SOLDI-OBJ
0176,SOLDI-OBJ
0177,SOLDI-OBJ
0178,SOLDI-OBJ
0179,SOLDI-OBJ
0180,SOLDI-OBJ
0181,SOLDI-OBJ
0182,SOLDI-OBJ
0183,SOLDI-OBJ
0184,SOLDI-OBJ
0185,SOLDI-OBJ
0186,SOLDI-OBJ
0187,SOLDI-OBJ
0188,SOLDI-OBJ
0189,SOLDI-OBJ
0190,SOLDI-OBJ
0191,SOLDI-OBJ
0192,SOLDI-OBJ
0193,SOLDI-OBJ
0194,SOLDI-OBJ
0195,SOLDI-OBJ
0196,SOLDI-OBJ
0197,SOLDI-OBJ
0198,SOLDI-OBJ
0199,SOLDI-OBJ
0200,SOLDI-OBJ
0201,SOLDI-OBJ
0202,VERSTEYLEN-OBJ
0203,VERSTEYLEN-OBJ
0204,VERSTEYLEN-OBJ
0205,VERSTEYLEN-OBJ
0206,VERSTEYLEN-OBJ
0207,VERSTEYLEN-OBJ
0208,VERSTEYLEN-OBJ
0209,VERSTEYLEN-OBJ
0210,VERSTEYLEN-OBJ
0211,VERSTEYLEN-OBJ
0212,VERSTEYLEN-OBJ
0213,VERSTEYLEN-OBJ
0214,VERSTEYLEN-OBJ
0215,VERSTEYLEN-OBJ
0216,VERSTEYLEN-OBJ
0217,VERSTEYLEN-OBJ
0218,VERSTEYLEN-OBJ
0219,VERSTEYLEN-OBJ
0220,VERSTEYLEN-OBJ
0221,VERSTEYLEN-OBJ
0222,VERSTEYLEN-OBJ
0223,VERSTEYLEN-OBJ
0224,VERSTEYLEN-OBJ
0225,VERSTEYLEN-OBJ
0226,VERSTEYLEN-OBJ
0227,VERSTEYLEN-OBJ
0228,VERSTEYLEN-OBJ
0229,VERSTEYLEN-OBJ
0230,VERSTEYLEN-OBJ
0231,VERSTEYLEN-OBJ
0232,VERSTEYLEN-OBJ
0233,VERSTEYLEN-OBJ
0234,VERSTEYLEN-OBJ
0235,VERSTEYLEN-OBJ
0236,VERSTEYLEN-OBJ
0237,VERSTEYLEN-OBJ
0238,VERSTEYLEN-OBJ
0239,VERSTEYLEN-OBJ
0240,VERSTEYLEN-OBJ
0241,VERSTEYLEN-OBJ
0242,VERSTEYLEN-OBJ
0243,VERSTEYLEN-OBJ
0244,VERSTEYLEN-OBJ
0245,VERSTEYLEN-OBJ
0246,VERSTEYLEN-OBJ
0247,VERSTEYLEN-OBJ
0248,VERSTEYLEN-OBJ
0249,VERSTEYLEN-OBJ
0250,VERSTEYLEN-OBJ
0251,VERSTEYLEN-OBJ
0252,VERSTEYLEN-OBJ
0253,VERSTEYLEN-OBJ
0254,VERSTEYLEN-OBJ
0255,VERSTEYLEN-OBJ
0256,VERSTEYLEN-OBJ
0257,VERSTEYLEN-OBJ
0258,VERSTEYLEN-OBJ
0259,VERSTEYLEN-OBJ
0260,VERSTEYLEN-OBJ
0261,VERSTEYLEN-OBJ
0262,VERSTEYLEN-OBJ
0263,VERSTEYLEN-OBJ
0264,VERSTEYLEN-OBJ
0265,VERSTEYLEN-OBJ
0266,VERSTEYLEN-OBJ
0267,VERSTEYLEN-OBJ
0268,VERSTEYLEN-OBJ
0269,COLECCIONX-OBJ
0270,COLECCIONX-OBJ
0271,COLECCIONX-OBJ
0272,COLECCIONX-OBJ
0273,COLECCIONX-OBJ
0274,COLECCIONX-OBJ
0275,COLECCIONX-OBJ
0276,COLECCIONX-OBJ
0277,COLECCIONX-OBJ
0278,COLECCIONX-OBJ
0279,COLECCIONX-OBJ
0280,COLECCIONX-OBJ
0281,COLECCIONX-OBJ
0282,COLECCIONX-OBJ
0283,COLECCIONX-OBJ
0284,COLECCIONX-OBJ
0285,COLECCIONX-OBJ
0286,COLECCIONX-OBJ
0287,COLECCIONX-OBJ
0288,COLECCIONX-OBJ
0289,DONACION-OBJ
0290,DONACION-OBJ
0291,DONACION-OBJ
0292,DONACION-OBJ
0293,DONACION-OBJ
0294,DONACION-OBJ
0295,DONACION-OBJ
0296,DONACION-OBJ
0297,DONACION-OBJ
0298,DONACION-OBJ
0299,DONACION-OBJ
0300,DONACION-OBJ
0301,DONACION-OBJ
0302,DONACION-OBJ
0303,DONACION-OBJ
0304,DONACION-OBJ
0305,DONACION-OBJ
0306,DONACION-OBJ
0307,DONACION-OBJ
0308,DONACION-OBJ
0309,DONACION-OBJ
0310,DONACION-OBJ
0311,DONACION-OBJ
0312,DONACION-OBJ
0313,DONACION-OBJ
